,file_name,label,label_confidence,n_annotated_objects,n_annotated_frames,mean_group_size,max_group_size
47,492_KLESZO_Ovis_orientalis,Ovis_orientalis,0.8366013071895425,181,153,1.1830065359477124,2
48,492_PENTEKTEST_Person,Person,1.0,126,63,2.0,2
49,495_KLESZO_Ovis_orientalis,Ovis_orientalis,0.6929133858267716,303,127,2.3858267716535435,5
50,78_KLESZO_Felis_silvestris,Felis_silvestris,1.0,33,32,1.03125,2
51,183_PENTEKTEST_Canis_lupus,Canis_lupus,0.8888888888888888,10,9,1.1111111111111112,2
52,296_PENTEKTEST_Vehicle,Vehicle,1.0,52,52,1.0,1
53,5394_KLESZO_Vulpes_vulpes,Vulpes_vulpes,1.0,104,103,1.0097087378640777,2
54,1_PENTEKTEST_Capreolus_capreolus,Capreolus_capreolus,1.0,30,30,1.0,1
55,1_PENTEKTEST_Sus_scrofa,Sus_scrofa,1.0,16,15,1.0666666666666667,2
56,1_PENTEKTEST_Ovis_orientalis,Capreolus_capreolus,1.0,2,2,1.0,1
57,105_PENTEKTEST_Sus_scrofa,Sus_scrofa,1.0,54,54,1.0,1
58,105_PENTEKTEST_Dog,Person,1.0,176,53,3.3207547169811322,6
59,15_PENTEKTEST_Capreolus_capreolus,Capreolus_capreolus,1.0,129,63,2.0476190476190474,3
60,15_PENTEKTEST_Dog,Person,0.9873417721518988,159,79,2.0126582278481013,3
61,171_PENTEKTEST_Capreolus_capreolus,Capreolus_capreolus,0.9871794871794872,97,78,1.2435897435897436,3
62,171_PENTEKTEST_Vehicle,Person,1.0,22,22,1.0,1
63,504_KLESZO_Ovis_orientalis,Capreolus_capreolus,0.8896103896103896,262,154,1.7012987012987013,4
64,285_PENTEKTEST_Person,Person,1.0,35,34,1.0294117647058822,2
65,80_PENTEKTEST_Canis_lupus,Canis_lupus,1.0,18,17,1.0588235294117647,2
66,80_PENTEKTEST_Felis_silvestris,Felis_silvestris,0.8,16,15,1.0666666666666667,2
67,5365_KLESZO_Vulpes_vulpes,Vulpes_vulpes,0.9574468085106383,48,47,1.0212765957446808,2
68,284_PENTEKTEST_Person,Person,1.0,165,79,2.088607594936709,4
69,284_PENTEKTEST_Vehicle,Vehicle,1.0,79,79,1.0,1
70,12080_KLESZO_Sus_scrofa,Sus_scrofa,1.0,5,4,1.25,2
71,486_KLESZO_Ovis_orientalis,Capreolus_capreolus,0.7755102040816326,158,147,1.0748299319727892,2
72,106_PENTEKTEST_Capreolus_capreolus,Capreolus_capreolus,0.9814814814814815,57,54,1.0555555555555556,2
73,4910_KLESZO_Vulpes_vulpes,Ovis_orientalis,1.0,37,36,1.0277777777777777,2
74,542_PENTEKTEST_Person,Person,1.0,121,113,1.0707964601769913,2
75,244_KLESZO_Ovis_orientalis,Ovis_orientalis,1.0,108,106,1.0188679245283019,2
76,471_KLESZO_Ovis_orientalis,Capreolus_capreolus,0.5675675675675675,165,148,1.114864864864865,2
77,12261_KLESZO_Sus_scrofa,Sus_scrofa,1.0,32,14,2.2857142857142856,4
78,127_PENTEKTEST_Capreolus_capreolus,Capreolus_capreolus,0.9324324324324325,76,74,1.027027027027027,2
79,191_PENTEKTEST_Canis_lupus,Canis_lupus,1.0,82,74,1.1081081081081081,2
80,191_PENTEKTEST_Capreolus_capreolus,Capreolus_capreolus,0.9807692307692307,52,52,1.0,1
81,6001_KLESZO_Vehicle,Vehicle,1.0,105,102,1.0294117647058822,2
82,120_PENTEKTEST_Dog,Person,1.0,180,86,2.0930232558139537,4
83,13528_KLESZO_Sus_scrofa,Sus_scrofa,0.8181818181818182,12,11,1.0909090909090908,2
84,475_KLESZO_Ovis_orientalis,Ovis_orientalis,0.5098039215686274,333,153,2.176470588235294,5
85,340_PENTEKTEST_Vulpes_vulpes,Vulpes_vulpes,1.0,62,61,1.0163934426229508,2
86,12124_KLESZO_Sus_scrofa,Sus_scrofa,1.0,53,8,6.625,7
87,8_PENTEKTEST_Dog,Person,0.5142857142857142,129,70,1.8428571428571427,3
88,326_PENTEKTEST_Vehicle,Vehicle,1.0,79,79,1.0,1
89,51_PENTEKTEST_Capreolus_capreolus,Capreolus_capreolus,1.0,4,4,1.0,1
90,51_PENTEKTEST_Dog,Person,0.796875,188,64,2.9375,5
91,19_PENTEKTEST_Dog,Dog,0.7777777777777778,143,72,1.9861111111111112,3
92,1_KLESZO_Sus_scrofa,Sus_scrofa,1.0,1,1,1.0,1
93,1_KLESZO_Felis_silvestris,Felis_silvestris,1.0,104,102,1.0196078431372548,2
94,1_KLESZO_Dog,Dog,1.0,1,1,1.0,1
95,189_PENTEKTEST_Canis_lupus,Canis_lupus,1.0,177,112,1.5803571428571428,2
96,519_PENTEKTEST_Vehicle,Vehicle,1.0,30,30,1.0,1
97,569_PENTEKTEST_Vehicle,Vehicle,1.0,18,18,1.0,1
98,330_PENTEKTEST_Vehicle,Vehicle,1.0,51,51,1.0,1
99,484_KLESZO_Ovis_orientalis,Ovis_orientalis,0.8359375,541,128,4.2265625,6
100,275_PENTEKTEST_Meles_meles,Meles_meles,0.9230769230769231,27,26,1.0384615384615385,2
101,12244_KLESZO_Sus_scrofa,Sus_scrofa,1.0,22,6,3.6666666666666665,4
102,276_PENTEKTEST_Capreolus_capreolus,Cervus_elaphus,0.5396825396825397,82,63,1.3015873015873016,2
103,491_KLESZO_Ovis_orientalis,Ovis_orientalis,1.0,1135,132,8.598484848484848,11
104,2_KLESZO_Sus_scrofa,Sus_scrofa,0.6,5,5,1.0,1
105,2_KLESZO_Felis_silvestris,Felis_silvestris,0.9210526315789473,42,38,1.105263157894737,2
106,2_KLESZO_Dog,Cervus_elaphus,0.5161290322580645,41,31,1.3225806451612903,3
107,458_PENTEKTEST_Cervus_elaphus,Cervus_elaphus,1.0,79,79,1.0,1
108,12148_KLESZO_Sus_scrofa,Sus_scrofa,1.0,33,7,4.714285714285714,6
109,479_KLESZO_Ovis_orientalis,Ovis_orientalis,0.7619047619047619,81,63,1.2857142857142858,3
110,42_PENTEKTEST_Vulpes_vulpes,Vulpes_vulpes,0.5652173913043478,28,23,1.2173913043478262,2
111,42_PENTEKTEST_Felis_silvestris,Felis_silvestris,0.8666666666666667,54,45,1.2,3
112,42_PENTEKTEST_Dog,Person,0.9830508474576272,92,59,1.5593220338983051,3
113,477_KLESZO_Ovis_orientalis,Capreolus_capreolus,0.477124183006536,177,153,1.1568627450980393,2
114,136_PENTEKTEST_Vehicle,Vehicle,1.0,30,29,1.0344827586206897,2
115,1914_KLESZO_Vulpes_vulpes,Capreolus_capreolus,0.5555555555555556,33,27,1.2222222222222223,2
116,35_PENTEKTEST_Vehicle,Vehicle,1.0,73,73,1.0,1
117,178_PENTEKTEST_Canis_lupus,Vulpes_vulpes,0.7241379310344828,34,29,1.1724137931034482,2
118,178_PENTEKTEST_Cervus_elaphus,Capreolus_capreolus,1.0,40,22,1.8181818181818181,2
119,16332_KLESZO_Sus_scrofa,Cervus_elaphus,1.0,5,4,1.25,2
120,379_PENTEKTEST_Vehicle,Vehicle,1.0,44,44,1.0,1
121,245_PENTEKTEST_Meles_meles,Meles_meles,1.0,27,27,1.0,1
122,53_PENTEKTEST_Canis_lupus,Canis_lupus,0.84,25,25,1.0,1
123,53_PENTEKTEST_Sus_scrofa,Sus_scrofa,0.9615384615384616,54,26,2.076923076923077,5
124,498_KLESZO_Ovis_orientalis,Cervus_elaphus,0.6779661016949152,138,118,1.1694915254237288,3
125,391_PENTEKTEST_Cervus_elaphus,Cervus_elaphus,0.9620253164556962,84,79,1.0632911392405062,2
126,33_PENTEKTEST_Dog,Person,1.0,49,47,1.0425531914893618,2
127,10_PENTEKTEST_Capreolus_capreolus,Capreolus_capreolus,0.9767441860465116,91,86,1.058139534883721,3
128,30037_KLESZO_Sus_scrofa,Sus_scrofa,1.0,3,3,1.0,1
129,473_KLESZO_Ovis_orientalis,Ovis_orientalis,1.0,721,117,6.162393162393163,9
130,469_PENTEKTEST_Vehicle,Vehicle,1.0,72,66,1.0909090909090908,3
131,507_KLESZO_Ovis_orientalis,Capreolus_capreolus,0.6666666666666666,173,150,1.1533333333333333,2
132,412_PENTEKTEST_Person,Person,1.0,67,52,1.2884615384615385,4
133,494_KLESZO_Ovis_orientalis,Ovis_orientalis,0.9545454545454546,268,66,4.0606060606060606,6
134,359_PENTEKTEST_Person,Person,0.9821428571428571,57,56,1.0178571428571428,2
135,39_PENTEKTEST_Capreolus_capreolus,Capreolus_capreolus,0.9523809523809523,94,63,1.492063492063492,2
136,452_PENTEKTEST_Person,Person,1.0,20,19,1.0526315789473684,2
137,581_PENTEKTEST_Cervus_elaphus,Cervus_elaphus,1.0,106,96,1.1041666666666667,2
138,581_PENTEKTEST_Vehicle,Vehicle,1.0,6,6,1.0,1
139,126_KLESZO_Canis_lupus,Ovis_orientalis,0.3728813559322034,62,59,1.0508474576271187,2
140,567_PENTEKTEST_Person,Person,1.0,50,50,1.0,1
141,34_PENTEKTEST_Sus_scrofa,Dog,0.5833333333333334,20,12,1.6666666666666667,3
142,34_PENTEKTEST_Felis_silvestris,Felis_silvestris,0.8461538461538461,13,13,1.0,1
143,1211_PENTEKTEST_Vulpes_vulpes,Vulpes_vulpes,1.0,6,6,1.0,1
144,91_PENTEKTEST_Sus_scrofa,Sus_scrofa,0.9814814814814815,60,54,1.1111111111111112,2
145,2459_KLESZO_Vulpes_vulpes,Vulpes_vulpes,1.0,2,2,1.0,1
146,13527_KLESZO_Sus_scrofa,Sus_scrofa,0.5,7,6,1.1666666666666667,2
147,624_PENTEKTEST_Person,Person,1.0,20,20,1.0,1
148,624_PENTEKTEST_Vulpes_vulpes,Vulpes_vulpes,1.0,61,61,1.0,1
149,142_PENTEKTEST_Vehicle,Vehicle,1.0,80,79,1.0126582278481013,2
150,482_KLESZO_Ovis_orientalis,Ovis_orientalis,0.8896103896103896,567,154,3.6818181818181817,7
151,291_PENTEKTEST_Capreolus_capreolus,Capreolus_capreolus,1.0,68,68,1.0,1
152,291_PENTEKTEST_Meles_meles,Meles_meles,0.9090909090909091,11,11,1.0,1
153,158_PENTEKTEST_Ovis_orientalis,Ovis_orientalis,0.44871794871794873,113,78,1.4487179487179487,3
154,85_PENTEKTEST_Capreolus_capreolus,Capreolus_capreolus,1.0,79,79,1.0,1
155,232_PENTEKTEST_Capreolus_capreolus,Capreolus_capreolus,1.0,11,11,1.0,1
156,48_PENTEKTEST_Vehicle,Vehicle,1.0,78,76,1.0263157894736843,2
157,152_PENTEKTEST_Dog,Person,0.8,267,125,2.136,3
158,497_KLESZO_Ovis_orientalis,Ovis_orientalis,0.47959183673469385,255,98,2.6020408163265305,8
159,865_PENTEKTEST_Vulpes_vulpes,Vulpes_vulpes,0.5,22,20,1.1,2
160,16329_KLESZO_Sus_scrofa,Cervus_elaphus,1.0,3,3,1.0,1
161,13539_KLESZO_Sus_scrofa,Sus_scrofa,1.0,1,1,1.0,1
162,360_PENTEKTEST_Vehicle,Vehicle,1.0,74,73,1.0136986301369864,2
163,248_PENTEKTEST_Canis_lupus,Canis_lupus,1.0,159,76,2.0921052631578947,4
164,200_PENTEKTEST_Meles_meles,Meles_meles,1.0,7,7,1.0,1
165,100_PENTEKTEST_Meles_meles,Meles_meles,1.0,36,36,1.0,1
166,86_PENTEKTEST_Meles_meles,Meles_meles,1.0,27,26,1.0384615384615385,2
167,30041_KLESZO_Sus_scrofa,Sus_scrofa,1.0,1,1,1.0,1
168,531_PENTEKTEST_Vehicle,Vehicle,1.0,21,21,1.0,1
169,483_PENTEKTEST_Person,Person,1.0,51,51,1.0,1
170,63_PENTEKTEST_Canis_lupus,Canis_lupus,0.9298245614035088,60,57,1.0526315789473684,2
171,63_PENTEKTEST_Vehicle,Vehicle,1.0,63,63,1.0,1
172,12059_KLESZO_Sus_scrofa,Sus_scrofa,1.0,16,6,2.6666666666666665,3
173,5388_KLESZO_Vulpes_vulpes,Vulpes_vulpes,1.0,1,1,1.0,1
174,193_PENTEKTEST_Capreolus_capreolus,Capreolus_capreolus,1.0,31,31,1.0,1
175,193_PENTEKTEST_Meles_meles,Meles_meles,1.0,33,32,1.03125,2
176,234_PENTEKTEST_Meles_meles,Meles_meles,1.0,54,54,1.0,1
177,25_KLESZO_Sus_scrofa,Sus_scrofa,1.0,3,1,3.0,3
178,25_KLESZO_Felis_silvestris,Felis_silvestris,1.0,31,30,1.0333333333333334,2
179,12246_KLESZO_Sus_scrofa,Ovis_orientalis,0.6666666666666666,5,3,1.6666666666666667,2
180,82_PENTEKTEST_Dog,Person,1.0,160,68,2.3529411764705883,4
181,655_PENTEKTEST_Cervus_elaphus,Cervus_elaphus,1.0,198,57,3.473684210526316,5
182,184_PENTEKTEST_Capreolus_capreolus,Capreolus_capreolus,0.5789473684210527,103,57,1.8070175438596492,3
183,108_PENTEKTEST_Canis_lupus,Sus_scrofa,0.2222222222222222,22,18,1.2222222222222223,2
184,294_PENTEKTEST_Canis_lupus,Canis_lupus,0.547945205479452,84,73,1.1506849315068493,2
185,253_PENTEKTEST_Canis_lupus,Canis_lupus,0.9404761904761905,89,84,1.0595238095238095,2
186,5374_KLESZO_Vulpes_vulpes,Vulpes_vulpes,0.8333333333333334,6,6,1.0,1
187,240_PENTEKTEST_Vehicle,Vehicle,1.0,73,73,1.0,1
188,21_PENTEKTEST_Canis_lupus,Canis_lupus,0.9714285714285714,36,35,1.0285714285714285,2
189,21_PENTEKTEST_Meles_meles,Meles_meles,1.0,25,25,1.0,1
190,5_KLESZO_Dog,Dog,0.5961538461538461,69,52,1.3269230769230769,2
191,12028_KLESZO_Sus_scrofa,Sus_scrofa,1.0,3,3,1.0,1
192,23_PENTEKTEST_Capreolus_capreolus,Capreolus_capreolus,0.9814814814814815,54,54,1.0,1
193,22_PENTEKTEST_Canis_lupus,Canis_lupus,0.425,44,40,1.1,2
194,22_PENTEKTEST_Ovis_orientalis,Dog,1.0,8,4,2.0,2
195,364_PENTEKTEST_Vehicle,Vehicle,1.0,45,45,1.0,1
196,12049_KLESZO_Sus_scrofa,Sus_scrofa,1.0,10,5,2.0,2
197,5371_KLESZO_Vulpes_vulpes,Vulpes_vulpes,1.0,59,58,1.0172413793103448,2
198,196_PENTEKTEST_Person,Person,1.0,34,34,1.0,1
199,12069_KLESZO_Sus_scrofa,Sus_scrofa,1.0,8,5,1.6,3
200,1130_PENTEKTEST_Vulpes_vulpes,Vulpes_vulpes,0.5813953488372093,48,43,1.1162790697674418,2
201,0_PENTEKTEST_Meles_meles,Meles_meles,1.0,20,14,1.4285714285714286,2
202,1329_PENTEKTEST_Vulpes_vulpes,Vulpes_vulpes,0.8222222222222222,51,45,1.1333333333333333,2
203,36_PENTEKTEST_Canis_lupus,Canis_lupus,0.9873417721518988,83,79,1.0506329113924051,2
204,407_PENTEKTEST_Cervus_elaphus,Cervus_elaphus,0.9852941176470589,69,68,1.0147058823529411,2
205,414_PENTEKTEST_Person,Person,1.0,70,63,1.1111111111111112,3
206,468_PENTEKTEST_Person,Person,0.987012987012987,303,77,3.935064935064935,8
207,96_PENTEKTEST_Canis_lupus,Vulpes_vulpes,0.4,6,5,1.2,2
208,96_PENTEKTEST_Capreolus_capreolus,Capreolus_capreolus,0.5733333333333334,79,75,1.0533333333333332,2
209,50_PENTEKTEST_Sus_scrofa,Sus_scrofa,0.75,8,4,2.0,3
210,376_KLESZO_Ovis_orientalis,Ovis_orientalis,1.0,214,74,2.891891891891892,4
211,161_PENTEKTEST_Vehicle,Vehicle,1.0,33,33,1.0,1
212,724_PENTEKTEST_Cervus_elaphus,Capreolus_capreolus,0.8260869565217391,24,23,1.0434782608695652,2
213,476_KLESZO_Ovis_orientalis,Capreolus_capreolus,0.8292682926829268,143,82,1.7439024390243902,4
214,480_KLESZO_Ovis_orientalis,Ovis_orientalis,1.0,885,142,6.232394366197183,9
215,12256_KLESZO_Sus_scrofa,Sus_scrofa,1.0,3,3,1.0,1
216,505_PENTEKTEST_Vehicle,Vehicle,1.0,17,17,1.0,1
217,494_PENTEKTEST_Person,Person,1.0,96,79,1.2151898734177216,3
218,447_PENTEKTEST_Vulpes_vulpes,Vulpes_vulpes,0.6818181818181818,26,22,1.1818181818181819,2
219,114_PENTEKTEST_Vehicle,Person,0.6962025316455697,193,79,2.4430379746835444,3
220,490_KLESZO_Ovis_orientalis,Ovis_orientalis,0.8246753246753247,442,154,2.8701298701298703,5
221,5379_KLESZO_Vulpes_vulpes,Vulpes_vulpes,0.9411764705882353,74,68,1.088235294117647,2
222,482_PENTEKTEST_Vehicle,Vehicle,1.0,19,19,1.0,1
223,488_PENTEKTEST_Person,Person,1.0,47,20,2.35,4
224,150_PENTEKTEST_Dog,Dog,0.7692307692307693,13,13,1.0,1
225,717_PENTEKTEST_Vulpes_vulpes,Vulpes_vulpes,1.0,52,50,1.04,2
226,1230_PENTEKTEST_Vulpes_vulpes,Vulpes_vulpes,0.94,52,50,1.04,2
227,65_PENTEKTEST_Dog,Person,1.0,349,87,4.011494252873563,7
228,475_PENTEKTEST_Cervus_elaphus,Cervus_elaphus,1.0,79,79,1.0,1
229,325_PENTEKTEST_Person,Person,1.0,35,18,1.9444444444444444,3
230,945_PENTEKTEST_Vulpes_vulpes,Vulpes_vulpes,0.6379310344827587,62,58,1.0689655172413792,2
231,149_PENTEKTEST_Dog,Person,1.0,266,67,3.970149253731343,4
232,27_PENTEKTEST_Dog,Person,0.9315068493150684,362,73,4.958904109589041,9
233,370_KLESZO_Felis_silvestris,Felis_silvestris,1.0,30,30,1.0,1
234,9896_KLESZO_Vehicle,Vehicle,1.0,28,28,1.0,1
235,279_PENTEKTEST_Capreolus_capreolus,Capreolus_capreolus,1.0,148,73,2.0273972602739727,3
236,12118_KLESZO_Sus_scrofa,Sus_scrofa,1.0,6,3,2.0,2
237,967_PENTEKTEST_Vulpes_vulpes,Vulpes_vulpes,0.8253968253968254,67,63,1.0634920634920635,2
238,3733_KLESZO_Vulpes_vulpes,Vulpes_vulpes,0.8333333333333334,44,42,1.0476190476190477,2
239,502_KLESZO_Ovis_orientalis,Cervus_elaphus,0.47540983606557374,100,61,1.639344262295082,4
240,12081_KLESZO_Sus_scrofa,Sus_scrofa,1.0,8,4,2.0,3
241,13540_KLESZO_Sus_scrofa,Sus_scrofa,1.0,10,5,2.0,2
242,230_PENTEKTEST_Person,Person,1.0,12,12,1.0,1
243,626_PENTEKTEST_Cervus_elaphus,Cervus_elaphus,1.0,31,31,1.0,1
244,5373_KLESZO_Vulpes_vulpes,Vulpes_vulpes,1.0,31,31,1.0,1
245,3726_KLESZO_Vulpes_vulpes,Vulpes_vulpes,1.0,14,13,1.0769230769230769,2
246,472_KLESZO_Ovis_orientalis,Ovis_orientalis,0.8571428571428571,440,154,2.857142857142857,5
247,47_PENTEKTEST_Felis_silvestris,Felis_silvestris,1.0,77,74,1.0405405405405406,2
248,47_PENTEKTEST_Ovis_orientalis,Capreolus_capreolus,1.0,54,54,1.0,1
249,126_PENTEKTEST_Dog,Dog,0.6794871794871795,140,78,1.794871794871795,4
250,122_PENTEKTEST_Capreolus_capreolus,Capreolus_capreolus,1.0,72,70,1.0285714285714285,2
251,404_PENTEKTEST_Cervus_elaphus,Cervus_elaphus,1.0,79,79,1.0,1
252,499_PENTEKTEST_Cervus_elaphus,Cervus_elaphus,1.0,177,57,3.1052631578947367,5
253,3852_KLESZO_Vulpes_vulpes,Vulpes_vulpes,0.7142857142857143,16,14,1.1428571428571428,2
254,4365_KLESZO_Sus_scrofa,Sus_scrofa,1.0,4,4,1.0,1
255,941_PENTEKTEST_Vulpes_vulpes,Vulpes_vulpes,0.7222222222222222,37,36,1.0277777777777777,2
256,3688_KLESZO_Vulpes_vulpes,Vulpes_vulpes,0.6,12,10,1.2,2
257,11_PENTEKTEST_Dog,Dog,0.7215189873417721,85,79,1.0759493670886076,2
258,52_PENTEKTEST_Sus_scrofa,Sus_scrofa,0.5822784810126582,126,79,1.5949367088607596,3
259,6_PENTEKTEST_Sus_scrofa,Sus_scrofa,0.9545454545454546,24,22,1.0909090909090908,2
260,220_KLESZO_Dog,Dog,0.8571428571428571,9,7,1.2857142857142858,2
261,442_PENTEKTEST_Person,Person,0.8,10,10,1.0,1
262,377_KLESZO_Ovis_orientalis,Dog,1.0,1,1,1.0,1
263,109_PENTEKTEST_Meles_meles,Meles_meles,0.9827586206896551,61,58,1.0517241379310345,2
264,422_PENTEKTEST_Vulpes_vulpes,Vulpes_vulpes,1.0,5,4,1.25,2
265,12159_KLESZO_Sus_scrofa,Sus_scrofa,1.0,11,5,2.2,3
266,4496_KLESZO_Sus_scrofa,Sus_scrofa,1.0,6,3,2.0,2
267,11_KLESZO_Sus_scrofa,Sus_scrofa,1.0,6,2,3.0,3
268,3_KLESZO_Sus_scrofa,Sus_scrofa,1.0,3,3,1.0,1
269,3_KLESZO_Dog,Vulpes_vulpes,0.7058823529411765,19,17,1.1176470588235294,2
270,12264_KLESZO_Sus_scrofa,Sus_scrofa,1.0,2,1,2.0,2
271,311_PENTEKTEST_Person,Person,1.0,79,79,1.0,1
272,111_PENTEKTEST_Dog,Vehicle,0.7857142857142857,58,28,2.0714285714285716,3
273,30055_KLESZO_Sus_scrofa,Sus_scrofa,1.0,7,7,1.0,1
274,33160_KLESZO_Sus_scrofa,Sus_scrofa,1.0,1,1,1.0,1
275,1775_KLESZO_Vulpes_vulpes,Vulpes_vulpes,0.7297297297297297,88,74,1.1891891891891893,2
276,79_PENTEKTEST_Sus_scrofa,Sus_scrofa,0.7,24,20,1.2,2
277,16398_KLESZO_Sus_scrofa,Sus_scrofa,0.6666666666666666,19,6,3.1666666666666665,4
278,13549_KLESZO_Sus_scrofa,Sus_scrofa,0.8,13,5,2.6,6
279,5387_KLESZO_Vulpes_vulpes,Vulpes_vulpes,0.8333333333333334,7,6,1.1666666666666667,2
280,625_PENTEKTEST_Vulpes_vulpes,Cervus_elaphus,0.9294117647058824,96,85,1.1294117647058823,2
281,12213_KLESZO_Sus_scrofa,Sus_scrofa,1.0,6,6,1.0,1
282,4893_KLESZO_Vulpes_vulpes,Vulpes_vulpes,1.0,32,32,1.0,1
283,30043_KLESZO_Sus_scrofa,Sus_scrofa,1.0,4,4,1.0,1
284,12076_KLESZO_Sus_scrofa,Sus_scrofa,1.0,6,6,1.0,1
285,5402_KLESZO_Vulpes_vulpes,Vulpes_vulpes,0.9090909090909091,24,22,1.0909090909090908,2
286,257_PENTEKTEST_Meles_meles,Meles_meles,1.0,57,57,1.0,1
287,260_KLESZO_Dog,Person,0.9552238805970149,115,67,1.7164179104477613,3
288,441_KLESZO_Canis_lupus,Felis_silvestris,0.5517241379310345,33,29,1.1379310344827587,2
289,16_PENTEKTEST_Meles_meles,Meles_meles,0.8679245283018868,66,53,1.2452830188679245,3
290,12125_KLESZO_Sus_scrofa,Sus_scrofa,1.0,13,7,1.8571428571428572,2
291,12137_KLESZO_Sus_scrofa,Sus_scrofa,0.8,10,5,2.0,3
292,9884_KLESZO_Vehicle,Vehicle,1.0,5,5,1.0,1
293,130_KLESZO_Felis_silvestris,Ovis_orientalis,0.5238095238095238,25,21,1.1904761904761905,2
